date,amount,price,sid,symbol,value
2020-01-20 23:59:59.999989+00:00,-100,166.9,0,ETH-USD,16690.0
2020-01-21 23:59:59.999989+00:00,100,167.06,0,ETH-USD,-16706.0
2020-01-22 23:59:59.999989+00:00,-100,169.61,0,ETH-USD,16961.0
2020-01-23 23:59:59.999989+00:00,100,168.3,0,ETH-USD,-16830.0
2020-01-24 23:59:59.999989+00:00,-100,162.9,0,ETH-USD,16290.0
2020-01-25 23:59:59.999989+00:00,100,163.07,0,ETH-USD,-16307.0
2020-01-26 23:59:59.999989+00:00,-100,161.18,0,ETH-USD,16118.0
2020-03-30 23:59:59.999989+00:00,-100,125.58,0,ETH-USD,12558.0
2020-03-31 23:59:59.999989+00:00,100,132.82,0,ETH-USD,-13282.0
2020-04-01 23:59:59.999989+00:00,-100,133.61,0,ETH-USD,13361.000000000002
2020-04-02 23:59:59.999989+00:00,100,135.73,0,ETH-USD,-13572.999999999998
2020-04-03 23:59:59.999989+00:00,-100,142.11,0,ETH-USD,14211.000000000002
2020-04-04 23:59:59.999989+00:00,100,142.22,0,ETH-USD,-14222.0
2020-04-05 23:59:59.999989+00:00,-100,145.26,0,ETH-USD,14526.0
2020-04-06 23:59:59.999989+00:00,100,143.61,0,ETH-USD,-14361.000000000002
2020-06-22 23:59:59.999989+00:00,-100,229.0,0,ETH-USD,22900.0
2020-06-23 23:59:59.999989+00:00,100,242.54,0,ETH-USD,-24254.0
2020-06-24 23:59:59.999989+00:00,-100,244.19,0,ETH-USD,24419.0
2020-06-25 23:59:59.999989+00:00,100,235.7,0,ETH-USD,-23570.0
2020-06-26 23:59:59.999989+00:00,-100,232.88,0,ETH-USD,23288.0
2020-06-27 23:59:59.999989+00:00,100,229.63,0,ETH-USD,-22963.0
2020-06-28 23:59:59.999989+00:00,-100,222.91,0,ETH-USD,22291.0
2020-06-29 23:59:59.999989+00:00,100,225.36,0,ETH-USD,-22536.0
2020-07-06 23:59:59.999989+00:00,-100,227.69,0,ETH-USD,22769.0
2020-07-07 23:59:59.999989+00:00,100,240.97,0,ETH-USD,-24097.0
2020-07-08 23:59:59.999989+00:00,-100,239.16,0,ETH-USD,23916.0
2020-07-09 23:59:59.999989+00:00,100,246.75,0,ETH-USD,-24675.0
2020-07-10 23:59:59.999989+00:00,-100,242.87,0,ETH-USD,24287.0
2020-07-11 23:59:59.999989+00:00,100,241.04,0,ETH-USD,-24104.0
2020-07-12 23:59:59.999989+00:00,-100,239.46,0,ETH-USD,23946.0
2020-07-13 23:59:59.999989+00:00,100,242.18,0,ETH-USD,-24218.0
2020-09-28 23:59:59.999989+00:00,-100,357.93,0,ETH-USD,35793.0
2020-09-29 23:59:59.999989+00:00,100,354.36,0,ETH-USD,-35436.0
2020-09-30 23:59:59.999989+00:00,-100,360.04,0,ETH-USD,36004.0
2020-10-01 23:59:59.999989+00:00,100,360.31,0,ETH-USD,-36031.0
2020-10-02 23:59:59.999989+00:00,-100,352.95,0,ETH-USD,35295.0
2020-10-03 23:59:59.999989+00:00,100,346.22,0,ETH-USD,-34622.0
2020-10-04 23:59:59.999989+00:00,-100,346.6,0,ETH-USD,34660.0
2020-10-05 23:59:59.999989+00:00,100,352.74,0,ETH-USD,-35274.0
2020-10-06 23:59:59.999989+00:00,-100,353.96,0,ETH-USD,35396.0
2020-10-07 23:59:59.999989+00:00,100,340.94,0,ETH-USD,-34094.0
2020-10-08 23:59:59.999989+00:00,-100,342.04,0,ETH-USD,34204.0
2020-10-09 23:59:59.999989+00:00,100,351.11,0,ETH-USD,-35111.0
2020-10-10 23:59:59.999989+00:00,-100,365.4,0,ETH-USD,36540.0
2020-10-11 23:59:59.999989+00:00,100,370.93,0,ETH-USD,-37093.0
2021-03-08 23:59:59.999989+00:00,-100,1724.23,0,ETH-USD,172423.0
2021-03-09 23:59:59.999989+00:00,100,1835.15,0,ETH-USD,-183515.0
2021-03-10 23:59:59.999989+00:00,-100,1868.49,0,ETH-USD,186849.0
2021-03-11 23:59:59.999989+00:00,100,1798.03,0,ETH-USD,-179803.0
2021-03-12 23:59:59.999989+00:00,-100,1826.55,0,ETH-USD,182655.0
2021-03-13 23:59:59.999989+00:00,100,1772.17,0,ETH-USD,-177217.0
2021-03-14 23:59:59.999989+00:00,-100,1923.86,0,ETH-USD,192386.0
2021-03-15 23:59:59.999989+00:00,100,1854.09,0,ETH-USD,-185409.0
2021-03-16 23:59:59.999989+00:00,-100,1792.41,0,ETH-USD,179241.0
2021-03-17 23:59:59.999989+00:00,100,1807.06,0,ETH-USD,-180706.0
2021-03-18 23:59:59.999989+00:00,-100,1823.16,0,ETH-USD,182316.0
2021-03-19 23:59:59.999989+00:00,100,1782.57,0,ETH-USD,-178257.0
2021-03-20 23:59:59.999989+00:00,-100,1817.52,0,ETH-USD,181752.0
2021-03-21 23:59:59.999989+00:00,100,1812.61,0,ETH-USD,-181261.0
2021-03-22 23:59:59.999989+00:00,-100,1788.36,0,ETH-USD,178836.0
2021-03-23 23:59:59.999989+00:00,100,1690.87,0,ETH-USD,-169087.0
2021-03-24 23:59:59.999989+00:00,-100,1678.0,0,ETH-USD,167800.0
2021-03-25 23:59:59.999989+00:00,100,1593.12,0,ETH-USD,-159312.0
2021-03-26 23:59:59.999989+00:00,-100,1595.21,0,ETH-USD,159521.0
2021-03-27 23:59:59.999989+00:00,100,1703.04,0,ETH-USD,-170304.0
2021-03-28 23:59:59.999989+00:00,-100,1716.41,0,ETH-USD,171641.0
2021-03-29 23:59:59.999989+00:00,100,1691.26,0,ETH-USD,-169126.0
2021-06-07 23:59:59.999989+00:00,-100,2713.05,0,ETH-USD,271305.0
2021-06-08 23:59:59.999989+00:00,100,2594.6,0,ETH-USD,-259460.0
2021-06-09 23:59:59.999989+00:00,-100,2510.2,0,ETH-USD,251019.99999999997
2021-06-10 23:59:59.999989+00:00,100,2611.14,0,ETH-USD,-261114.0
2021-06-11 23:59:59.999989+00:00,-100,2472.86,0,ETH-USD,247286.0
2021-06-12 23:59:59.999989+00:00,100,2354.75,0,ETH-USD,-235475.0
2021-06-13 23:59:59.999989+00:00,-100,2372.69,0,ETH-USD,237269.0
2021-06-14 23:59:59.999989+00:00,100,2508.77,0,ETH-USD,-250877.0
2021-06-15 23:59:59.999989+00:00,-100,2587.76,0,ETH-USD,258776.00000000003
2021-06-16 23:59:59.999989+00:00,100,2544.86,0,ETH-USD,-254486.0
2021-06-17 23:59:59.999989+00:00,-100,2367.31,0,ETH-USD,236731.0
2021-06-18 23:59:59.999989+00:00,100,2374.59,0,ETH-USD,-237459.0
2021-06-19 23:59:59.999989+00:00,-100,2235.16,0,ETH-USD,223516.0
2021-06-20 23:59:59.999989+00:00,100,2171.34,0,ETH-USD,-217134.0
2021-06-21 23:59:59.999989+00:00,-100,2245.32,0,ETH-USD,224532.00000000003
2021-06-22 23:59:59.999989+00:00,100,1886.67,0,ETH-USD,-188667.0
2021-06-23 23:59:59.999989+00:00,-100,1878.62,0,ETH-USD,187862.0
2021-06-24 23:59:59.999989+00:00,100,1968.96,0,ETH-USD,-196896.0
2021-06-25 23:59:59.999989+00:00,-100,1989.22,0,ETH-USD,198922.0
2021-06-26 23:59:59.999989+00:00,100,1810.88,0,ETH-USD,-181088.0
2021-06-27 23:59:59.999989+00:00,-100,1831.0,0,ETH-USD,183100.0
2021-06-28 23:59:59.999989+00:00,100,1981.39,0,ETH-USD,-198139.0
2021-07-05 23:59:59.999989+00:00,-100,2321.92,0,ETH-USD,232192.0
2021-07-06 23:59:59.999989+00:00,100,2197.92,0,ETH-USD,-219792.0
2021-07-07 23:59:59.999989+00:00,-100,2323.21,0,ETH-USD,232321.0
2021-07-08 23:59:59.999989+00:00,100,2317.95,0,ETH-USD,-231794.99999999997
2021-07-09 23:59:59.999989+00:00,-100,2115.57,0,ETH-USD,211557.00000000003
2021-07-10 23:59:59.999989+00:00,100,2147.0,0,ETH-USD,-214700.0
2021-07-11 23:59:59.999989+00:00,-100,2110.88,0,ETH-USD,211088.0
2021-07-12 23:59:59.999989+00:00,100,2140.51,0,ETH-USD,-214051.00000000003
2021-09-27 23:59:59.999989+00:00,-100,3065.84,0,ETH-USD,306584.0
2021-09-28 23:59:59.999989+00:00,100,2928.96,0,ETH-USD,-292896.0
2021-09-29 23:59:59.999989+00:00,-100,2809.3,0,ETH-USD,280930.0
2021-09-30 23:59:59.999989+00:00,100,2852.56,0,ETH-USD,-285256.0
2021-10-01 23:59:59.999989+00:00,-100,3001.13,0,ETH-USD,300113.0
