DateTime,Close,Open,Low,High,Volume
08:30 24.01.22,2276.6,2270.6,2270.6,2282.6,1491.0
09:00 24.01.22,2281.6,2275.6,2269.6,2288.6,6493.0
09:30 24.01.22,2262.6,2282.6,2261.6,2284.6,4095.0
10:00 24.01.22,2259.6,2262.6,2250.6,2265.6,4853.0
10:30 24.01.22,2254.6,2258.6,2250.6,2261.6,3702.0
11:00 24.01.22,2231.6,2254.6,2231.6,2254.6,4147.0
11:30 24.01.22,2211.6,2231.6,2211.6,2235.6,5408.0
12:00 24.01.22,2217.6,2211.6,2209.6,2232.6,4430.0
12:30 24.01.22,2221.6,2217.6,2213.6,2221.6,2545.0
13:00 24.01.22,2217.6,2222.6,2214.6,2222.6,2372.0
13:30 24.01.22,2216.6,2217.6,2215.6,2222.6,1875.0
14:00 24.01.22,2215.6,2216.6,2213.6,2217.6,2125.0
14:30 24.01.22,2196.6,2215.6,2195.6,2217.6,3476.0
15:00 24.01.22,2197.6,2195.6,2191.6,2201.6,3853.0
15:30 24.01.22,2192.6,2197.6,2192.6,2211.6,6562.0
16:00 24.01.22,2176.6,2191.6,2164.6,2192.6,8182.0
16:30 24.01.22,2177.6,2176.6,2176.6,2190.6,4673.0
08:30 25.01.22,2206.6,2179.1,2179.1,2207.6,2773.0
09:00 25.01.22,2198.6,2206.6,2189.6,2213.6,9229.0
09:30 25.01.22,2198.6,2199.6,2198.6,2210.6,5222.0
10:00 25.01.22,2211.6,2198.6,2195.6,2211.6,3835.0
10:30 25.01.22,2217.6,2211.6,2208.6,2221.6,4652.0
11:00 25.01.22,2216.6,2217.6,2214.6,2220.6,2804.0
11:30 25.01.22,2205.6,2216.6,2205.6,2217.6,3199.0
12:00 25.01.22,2209.6,2204.6,2202.6,2213.6,2810.0
12:30 25.01.22,2200.6,2208.6,2200.6,2209.6,2456.0
13:00 25.01.22,2201.6,2200.6,2195.6,2202.6,2482.0
13:30 25.01.22,2202.6,2200.6,2196.6,2206.6,2190.0
14:00 25.01.22,2199.6,2203.6,2199.6,2206.6,2715.0
14:30 25.01.22,2206.6,2199.6,2197.6,2208.6,2481.0
15:00 25.01.22,2203.6,2206.6,2201.6,2207.6,1794.0
15:30 25.01.22,2188.6,2204.6,2187.6,2207.6,6574.0
16:00 25.01.22,2197.6,2188.6,2176.6,2197.6,6474.0
16:30 25.01.22,2206.6,2197.6,2193.6,2207.6,3761.0
08:30 26.01.22,2214.6,2225.1,2212.6,2226.6,2084.0
09:00 26.01.22,2229.6,2214.6,2214.6,2235.6,6243.0
09:30 26.01.22,2237.6,2229.6,2229.6,2242.6,3944.0
10:00 26.01.22,2242.6,2237.6,2234.6,2243.6,2889.0
10:30 26.01.22,2240.6,2242.6,2238.6,2243.6,2785.0
11:00 26.01.22,2242.6,2240.6,2235.6,2243.6,2424.0
11:30 26.01.22,2239.6,2242.6,2238.6,2243.6,1757.0
12:00 26.01.22,2234.6,2239.6,2234.6,2241.6,1643.0
12:30 26.01.22,2242.6,2234.6,2234.6,2242.6,1659.0
13:00 26.01.22,2241.6,2242.6,2238.6,2245.6,2066.0
