DateTime,Close,Open,Low,High,Volume
02:15 23.06.22,13068.4,13050.4,13050.0,13090.4,317.0
02:20 23.06.22,13069.4,13069.4,13065.4,13078.4,163.0
02:25 23.06.22,13060.4,13069.4,13060.4,13073.4,132.0
02:30 23.06.22,13066.4,13060.4,13049.4,13066.4,204.0
02:35 23.06.22,13070.4,13066.4,13065.4,13072.4,175.0
02:40 23.06.22,13082.4,13068.4,13067.4,13083.4,205.0
02:45 23.06.22,13088.7,13081.4,13077.2,13092.4,176.0
02:50 23.06.22,13115.7,13090.4,13090.4,13119.4,366.0
02:55 23.06.22,13113.4,13116.4,13111.4,13134.4,409.0
03:00 23.06.22,13113.4,13113.4,13103.7,13119.4,222.0
03:05 23.06.22,13118.4,13113.4,13103.4,13118.7,222.0
03:10 23.06.22,13107.2,13118.4,13107.2,13122.4,328.0
03:15 23.06.22,13093.4,13107.7,13090.2,13108.4,323.0
03:20 23.06.22,13102.4,13092.2,13090.7,13108.7,365.0
03:25 23.06.22,13099.4,13100.2,13092.4,13102.4,250.0
03:30 23.06.22,13110.4,13100.4,13099.4,13113.7,334.0
03:35 23.06.22,13100.4,13110.4,13099.4,13113.4,239.0
03:40 23.06.22,13090.4,13100.7,13089.4,13102.4,207.0
03:45 23.06.22,13081.7,13093.4,13078.4,13100.4,245.0
03:50 23.06.22,13059.4,13081.2,13059.4,13081.4,331.0
03:55 23.06.22,13040.4,13060.4,13038.4,13062.4,386.0
04:00 23.06.22,13050.4,13040.4,13040.4,13054.4,356.0
04:05 23.06.22,13053.4,13051.4,13048.4,13054.4,204.0
04:10 23.06.22,13042.4,13052.4,13035.4,13054.4,268.0
04:15 23.06.22,13036.4,13042.4,13036.4,13042.4,175.0
04:20 23.06.22,13026.4,13037.4,13025.4,13040.4,174.0
04:25 23.06.22,13036.4,13026.4,13026.4,13038.4,188.0
04:30 23.06.22,13053.2,13037.4,13036.4,13054.4,184.0
04:35 23.06.22,13053.7,13053.2,13050.4,13059.4,106.0
04:40 23.06.22,13050.4,13056.7,13050.4,13057.2,115.0
04:45 23.06.22,13074.4,13053.4,13050.4,13074.4,179.0
04:50 23.06.22,13062.4,13074.4,13062.4,13075.4,167.0
04:55 23.06.22,13057.4,13062.4,13056.4,13062.4,176.0
05:00 23.06.22,13050.4,13057.4,13050.4,13063.4,167.0
05:05 23.06.22,13067.4,13050.4,13050.4,13067.4,170.0
05:10 23.06.22,13067.2,13067.4,13064.4,13075.4,208.0
05:15 23.06.22,13077.4,13068.2,13064.4,13077.4,173.0
05:20 23.06.22,13075.2,13077.4,13071.2,13077.4,144.0
05:25 23.06.22,13071.4,13078.2,13067.4,13078.2,148.0
05:30 23.06.22,13072.4,13070.4,13064.4,13076.4,163.0
05:35 23.06.22,13083.4,13074.4,13074.4,13092.4,196.0
05:40 23.06.22,13074.4,13083.4,13073.4,13085.4,137.0
05:45 23.06.22,13072.4,13074.4,13072.4,13078.4,148.0
05:50 23.06.22,13073.4,13073.4,13068.4,13073.7,100.0
05:55 23.06.22,13064.4,13072.4,13064.0,13072.4,90.0
06:00 23.06.22,13062.4,13064.4,13062.4,13070.4,167.0
06:05 23.06.22,13048.4,13062.4,13047.4,13062.4,129.0
06:10 23.06.22,13062.4,13048.4,13048.4,13064.4,153.0
06:15 23.06.22,13063.7,13062.4,13062.4,13068.7,93.0
06:20 23.06.22,13074.4,13063.7,13063.7,13075.4,106.0
06:25 23.06.22,13093.4,13074.4,13074.4,13094.4,173.0
06:30 23.06.22,13099.4,13093.4,13089.4,13102.4,227.0
06:35 23.06.22,13096.4,13099.4,13094.4,13100.4,153.0
06:40 23.06.22,13111.4,13100.4,13100.4,13113.4,130.0
06:45 23.06.22,13100.4,13111.4,13100.4,13111.4,137.0
06:50 23.06.22,13090.4,13100.4,13083.4,13103.4,188.0
06:55 23.06.22,13086.4,13085.4,13085.4,13092.4,127.0
