DateTime,Close,Open,Low,High,Volume
08:00 28.02.22,1891.6,1904.6,1908.6,1881.6,3348.0
09:00 28.02.22,1939.6,1891.6,1944.6,1886.6,20131.0
10:00 28.02.22,1987.6,1939.6,1994.6,1938.6,13521.0
11:00 28.02.22,1968.6,1987.6,1991.6,1953.6,7325.0
12:00 28.02.22,1989.6,1969.6,1992.6,1969.6,7093.0
13:00 28.02.22,2004.6,1990.6,2011.6,1989.6,8315.0
14:00 28.02.22,1978.6,2004.6,2009.6,1970.6,8023.0
15:00 28.02.22,1985.6,1978.6,1988.6,1969.6,8113.0
16:00 28.02.22,1994.6,1985.6,2001.6,1978.6,7090.0
08:00 01.03.22,2011.6,2018.1,2018.6,2007.6,2197.0
09:00 01.03.22,2044.6,2011.6,2047.6,2009.6,20880.0
10:00 01.03.22,2000.6,2044.6,2051.6,1983.6,15692.0
11:00 01.03.22,1995.6,2000.6,2001.6,1978.6,13722.0
12:00 01.03.22,1982.6,1994.6,1998.6,1975.6,8576.0
13:00 01.03.22,1989.6,1982.6,1993.6,1979.6,6861.0
14:00 01.03.22,1993.6,1988.6,2000.6,1978.6,8420.0
15:00 01.03.22,1986.6,1993.6,2006.6,1986.6,11427.0
16:00 01.03.22,1964.6,1986.6,1990.6,1962.6,11978.0
08:00 02.03.22,1951.6,1954.1,1960.6,1931.6,3717.0
09:00 02.03.22,1975.6,1951.6,1984.6,1951.6,22361.0
10:00 02.03.22,2010.6,1976.6,2015.6,1965.6,17474.0
11:00 02.03.22,2008.6,2010.6,2033.6,1995.6,13361.0
12:00 02.03.22,2018.6,2008.6,2022.6,1999.6,10096.0
13:00 02.03.22,2015.6,2019.6,2020.6,2005.6,9229.0
14:00 02.03.22,2017.6,2015.6,2023.6,2005.6,9454.0
15:00 02.03.22,2035.6,2017.6,2039.6,2015.6,10578.0
16:00 02.03.22,2041.6,2035.6,2044.6,2030.6,11380.0
08:00 03.03.22,2046.6,2062.1,2064.6,2041.6,2840.0
09:00 03.03.22,2028.6,2046.6,2063.6,2000.6,21692.0
10:00 03.03.22,2027.6,2030.6,2034.6,2010.6,15010.0
11:00 03.03.22,2030.6,2027.6,2035.6,2023.6,8764.0
12:00 03.03.22,2026.6,2029.6,2033.6,2021.6,5288.0
13:00 03.03.22,2030.6,2026.6,2035.6,2026.6,3954.0
14:00 03.03.22,2048.6,2030.6,2048.6,2028.6,6633.0
15:00 03.03.22,2028.6,2047.6,2053.6,2024.6,11081.0
16:00 03.03.22,2008.6,2027.6,2032.6,2007.6,9699.0
08:00 04.03.22,1990.6,1985.1,1991.6,1975.6,4028.0
09:00 04.03.22,1972.6,1990.6,1994.6,1967.6,19145.0
10:00 04.03.22,1957.6,1972.6,1975.6,1942.6,15613.0
11:00 04.03.22,1955.6,1957.6,1975.6,1955.6,12694.0
12:00 04.03.22,1954.6,1954.6,1959.6,1946.6,9448.0
13:00 04.03.22,1947.6,1954.6,1956.6,1936.6,9401.0
14:00 04.03.22,1955.6,1947.6,1955.6,1940.6,8729.0
15:00 04.03.22,1933.6,1955.6,1958.6,1922.6,15631.0
16:00 04.03.22,1917.6,1933.6,1936.6,1889.6,19808.0
08:00 07.03.22,1865.6,1869.1,1880.6,1856.6,3630.0
09:00 07.03.22,1879.6,1865.6,1893.6,1855.6,27523.0
10:00 07.03.22,1887.6,1880.6,1901.6,1873.6,15541.0
11:00 07.03.22,1885.6,1887.6,1893.6,1876.6,8621.0
12:00 07.03.22,1915.6,1885.6,1917.6,1884.6,12369.0
13:00 07.03.22,1934.6,1915.6,1948.6,1913.6,16601.0
14:00 07.03.22,1941.6,1935.6,1953.6,1926.6,15973.0
15:00 07.03.22,1948.6,1941.6,1958.6,1920.6,18597.0
16:00 07.03.22,1939.6,1948.6,1951.6,1928.6,13055.0
08:00 08.03.22,1909.6,1919.1,1922.6,1906.6,2838.0
09:00 08.03.22,1948.6,1908.6,1971.6,1906.6,30281.0
10:00 08.03.22,1945.6,1947.6,1954.6,1928.6,16757.0
11:00 08.03.22,1940.6,1945.6,1948.6,1925.6,13513.0
12:00 08.03.22,1941.6,1940.6,1949.6,1937.6,8606.0
13:00 08.03.22,1933.6,1943.6,1956.6,1931.6,7324.0
14:00 08.03.22,1930.6,1933.6,1935.6,1916.6,9004.0
15:00 08.03.22,1915.6,1929.6,1929.6,1908.6,10887.0
16:00 08.03.22,1902.6,1915.6,1917.6,1896.6,12790.0
08:00 09.03.22,1949.6,1938.1,1950.6,1935.6,3131.0
09:00 09.03.22,1938.6,1948.6,1955.6,1937.6,15683.0
10:00 09.03.22,1944.6,1938.6,1947.6,1927.6,9364.0
11:00 09.03.22,1953.6,1943.6,1959.6,1941.6,8513.0
12:00 09.03.22,1956.6,1952.6,1962.6,1949.6,9094.0
13:00 09.03.22,1959.6,1957.6,1965.6,1954.6,7110.0
14:00 09.03.22,1944.6,1960.6,1961.6,1944.6,6250.0
15:00 09.03.22,1968.6,1944.6,1978.6,1941.6,18709.0
16:00 09.03.22,1973.6,1967.6,1974.6,1957.6,10930.0
08:00 10.03.22,1978.6,1981.1,1981.1,1973.6,1920.0
09:00 10.03.22,1955.6,1979.6,1984.6,1952.6,19898.0
10:00 10.03.22,1966.6,1956.6,1982.6,1956.6,17971.0
11:00 10.03.22,1961.6,1966.6,1970.6,1958.6,11200.0
12:00 10.03.22,1951.6,1960.6,1962.6,1946.6,8765.0
13:00 10.03.22,1945.6,1951.6,1953.6,1944.6,7513.0
14:00 10.03.22,1954.6,1946.6,1962.6,1942.6,10655.0
15:00 10.03.22,1969.6,1954.6,1971.6,1952.6,12656.0
16:00 10.03.22,1970.6,1969.6,1975.6,1963.6,12021.0
08:00 11.03.22,1974.6,1985.1,1985.1,1971.6,2057.0
09:00 11.03.22,1998.6,1975.6,2007.6,1975.6,18182.0
10:00 11.03.22,2004.7,1998.6,2007.6,1994.6,8711.0
11:00 11.03.22,2017.6,2006.6,2029.6,2005.6,10582.0
12:00 11.03.22,2034.6,2016.6,2042.6,2011.6,22482.0
13:00 11.03.22,2032.6,2033.6,2040.6,2028.6,11809.0
14:00 11.03.22,2044.6,2032.6,2045.6,2032.6,9921.0
15:00 11.03.22,2031.6,2045.6,2046.6,2029.6,11117.0
16:00 11.03.22,2037.6,2030.6,2045.6,2027.6,13716.0
08:00 14.03.22,2032.6,2054.1,2054.6,2030.6,3142.0
09:00 14.03.22,2001.6,2031.6,2031.6,1997.6,19160.0
10:00 14.03.22,2004.6,2000.6,2011.6,1995.6,13388.0
11:00 14.03.22,2017.6,2004.6,2020.6,2003.6,11036.0
12:00 14.03.22,1989.6,2017.6,2017.6,1986.6,11098.0
13:00 14.03.22,1989.6,1989.6,1996.6,1984.6,11051.0
14:00 14.03.22,1983.6,1989.6,1993.6,1974.6,13339.0
15:00 14.03.22,1985.6,1982.6,1988.6,1979.6,12157.0
16:00 14.03.22,1974.6,1986.6,1986.6,1969.6,10692.0
08:00 15.03.22,1963.6,1957.1,1967.6,1955.6,2015.0
09:00 15.03.22,1950.6,1964.6,1985.6,1950.6,13196.0
10:00 15.03.22,1964.6,1950.6,1975.6,1948.6,8504.0
11:00 15.03.22,1970.6,1964.6,1974.6,1958.6,7697.0
12:00 15.03.22,1967.6,1970.6,1974.6,1966.6,8031.0
13:00 15.03.22,1969.6,1966.6,1977.6,1963.6,9032.0
14:00 15.03.22,1984.6,1969.6,1993.6,1969.6,13669.0
15:00 15.03.22,1997.6,1983.6,1999.6,1976.6,11553.0
16:00 15.03.22,2017.6,1998.6,2020.6,1991.6,13058.0
08:00 16.03.22,2026.6,2027.1,2032.6,2022.6,3025.0
09:00 16.03.22,2054.6,2026.6,2065.6,2026.6,21485.0
10:00 16.03.22,2043.6,2054.6,2058.6,2042.6,7513.0
11:00 16.03.22,2050.6,2043.6,2055.6,2041.6,9547.0
12:00 16.03.22,2042.6,2048.6,2049.6,2037.6,7577.0
13:00 16.03.22,2030.6,2042.6,2045.6,2030.6,6450.0
14:00 16.03.22,2037.6,2029.6,2038.6,2025.6,10067.0
15:00 16.03.22,2056.6,2037.6,2057.6,2030.6,18481.0
16:00 16.03.22,2044.6,2056.6,2056.6,2039.6,10177.0
08:00 17.03.22,2070.6,2061.1,2071.6,2058.0,1496.0
09:00 17.03.22,2083.6,2073.6,2093.6,2072.6,12110.0
10:00 17.03.22,2083.6,2083.6,2088.6,2080.6,4962.0
11:00 17.03.22,2081.6,2083.6,2083.6,2068.6,6384.0
12:00 17.03.22,2089.6,2081.6,2091.6,2080.6,4158.0
13:00 17.03.22,2088.6,2088.6,2089.6,2083.6,3914.0
