DateTime,Close,Open,Low,High,Volume
01:00 24.01.22,27344.0,27244.0,27174.0,27354.0,18633.0
01:30 24.01.22,27214.0,27344.0,27164.0,27344.0,17729.0
02:00 24.01.22,27294.0,27204.0,27184.0,27314.0,15919.0
02:30 24.01.22,27364.0,27284.0,27254.0,27394.0,16197.0
03:00 24.01.22,27324.0,27374.0,27314.0,27394.0,12579.0
03:30 24.01.22,27294.0,27334.0,27294.0,27364.0,7488.0
04:00 24.01.22,27364.0,27304.0,27294.0,27384.0,7548.0
04:30 24.01.22,27414.0,27374.0,27354.0,27474.0,11585.0
05:00 24.01.22,27464.0,27424.0,27424.0,27494.0,7447.0
05:30 24.01.22,27474.0,27474.0,27474.0,27514.0,6870.0
06:00 24.01.22,27584.0,27484.0,27464.0,27594.0,9260.0
06:30 24.01.22,27554.0,27594.0,27504.0,27604.0,10457.0
07:00 24.01.22,27544.0,27544.0,27494.0,27554.0,3981.0
08:30 24.01.22,27483.0,27533.0,27473.0,27533.0,4596.0
09:00 24.01.22,27523.0,27473.0,27463.0,27543.0,11871.0
09:30 24.01.22,27393.0,27533.0,27393.0,27533.0,10034.0
10:00 24.01.22,27393.0,27403.0,27343.0,27423.0,12289.0
10:30 24.01.22,27393.0,27383.0,27353.0,27403.0,10815.0
11:00 24.01.22,27253.0,27393.0,27243.0,27393.0,13680.0
11:30 24.01.22,27253.0,27243.0,27193.0,27273.0,13738.0
12:00 24.01.22,27263.0,27263.0,27233.0,27333.0,12225.0
12:30 24.01.22,27303.0,27273.0,27253.0,27313.0,9971.0
13:00 24.01.22,27283.0,27313.0,27253.0,27313.0,11809.0
13:30 24.01.22,27253.0,27293.0,27243.0,27303.0,9055.0
14:00 24.01.22,27193.0,27253.0,27163.0,27253.0,13348.0
14:30 24.01.22,27143.0,27183.0,27143.0,27213.0,13985.0
15:00 24.01.22,27133.0,27133.0,27083.0,27143.0,14334.0
15:30 24.01.22,27093.0,27143.0,27073.0,27223.0,27046.0
16:00 24.01.22,27083.0,27083.0,26943.0,27113.0,26910.0
16:30 24.01.22,27103.0,27093.0,27093.0,27193.0,25629.0
01:00 25.01.22,27194.0,27314.0,27174.0,27314.0,16913.0
01:30 25.01.22,27084.0,27184.0,27044.0,27264.0,18961.0
02:00 25.01.22,27134.0,27094.0,27014.0,27164.0,19991.0
02:30 25.01.22,27044.0,27144.0,26974.0,27144.0,19589.0
03:00 25.01.22,26994.0,27034.0,26984.0,27054.0,15064.0
03:30 25.01.22,27114.0,27004.0,27004.0,27134.0,11393.0
04:00 25.01.22,27084.0,27124.0,27034.0,27124.0,9609.0
04:30 25.01.22,27034.0,27094.0,27014.0,27144.0,13605.0
05:00 25.01.22,27064.0,27024.0,26934.0,27084.0,13338.0
05:30 25.01.22,26964.0,27074.0,26934.0,27094.0,12401.0
06:00 25.01.22,26974.0,26954.0,26854.0,27014.0,17144.0
06:30 25.01.22,27094.0,26964.0,26964.0,27104.0,15381.0
07:00 25.01.22,27074.0,27104.0,27054.0,27144.0,6199.0
08:30 25.01.22,27083.0,26973.0,26973.0,27093.0,10002.0
09:00 25.01.22,26953.0,27093.0,26953.0,27093.0,21220.0
09:30 25.01.22,27033.0,26963.0,26963.0,27123.0,17620.0
10:00 25.01.22,27113.0,27043.0,27003.0,27113.0,17053.0
10:30 25.01.22,27143.0,27103.0,27073.0,27163.0,13966.0
11:00 25.01.22,27153.0,27153.0,27123.0,27183.0,12788.0
11:30 25.01.22,27073.0,27163.0,27063.0,27163.0,11889.0
12:00 25.01.22,27093.0,27063.0,27063.0,27123.0,10930.0
12:30 25.01.22,27033.0,27103.0,27013.0,27103.0,12896.0
13:00 25.01.22,27023.0,27033.0,26983.0,27053.0,10198.0
13:30 25.01.22,27023.0,27013.0,26993.0,27023.0,7941.0
14:00 25.01.22,26943.0,27013.0,26933.0,27013.0,13470.0
14:30 25.01.22,27003.0,26943.0,26943.0,27003.0,11783.0
15:00 25.01.22,27033.0,26993.0,26993.0,27043.0,11762.0
15:30 25.01.22,26873.0,27033.0,26873.0,27103.0,22846.0
16:00 25.01.22,27043.0,26883.0,26833.0,27053.0,26241.0
16:30 25.01.22,26983.0,27043.0,26973.0,27083.0,24622.0
01:00 26.01.22,27024.0,27114.0,27004.0,27134.0,14933.0
01:30 26.01.22,26914.0,27014.0,26904.0,27064.0,14793.0
02:00 26.01.22,26944.0,26904.0,26834.0,26944.0,15319.0
02:30 26.01.22,26964.0,26934.0,26834.0,26974.0,14791.0
03:00 26.01.22,26994.0,26974.0,26964.0,27024.0,11168.0
03:30 26.01.22,26934.0,27004.0,26934.0,27004.0,8645.0
04:00 26.01.22,26964.0,26944.0,26944.0,26994.0,7392.0
04:30 26.01.22,27064.0,26974.0,26974.0,27084.0,9487.0
05:00 26.01.22,27084.0,27074.0,27044.0,27104.0,7765.0
05:30 26.01.22,27044.0,27074.0,27024.0,27114.0,6916.0
06:00 26.01.22,27014.0,27034.0,26964.0,27054.0,8906.0
06:30 26.01.22,27004.0,27024.0,26964.0,27024.0,9609.0
07:00 26.01.22,27004.0,26994.0,26974.0,27014.0,3713.0
08:30 26.01.22,27033.0,27023.0,27023.0,27043.0,5258.0
09:00 26.01.22,27203.0,27033.0,27033.0,27213.0,14502.0
09:30 26.01.22,27213.0,27213.0,27183.0,27223.0,10378.0
10:00 26.01.22,27303.0,27203.0,27193.0,27303.0,10187.0
10:30 26.01.22,27283.0,27303.0,27273.0,27313.0,7879.0
11:00 26.01.22,27323.0,27283.0,27283.0,27343.0,8771.0
11:30 26.01.22,27303.0,27333.0,27293.0,27333.0,7201.0
12:00 26.01.22,27253.0,27313.0,27243.0,27313.0,7024.0
12:30 26.01.22,27313.0,27263.0,27253.0,27313.0,7283.0
13:00 26.01.22,27303.0,27323.0,27263.0,27333.0,8499.0
13:30 26.01.22,27303.0,27303.0,27283.0,27313.0,6629.0
14:00 26.01.22,27383.0,27313.0,27313.0,27393.0,7640.0
14:30 26.01.22,27343.0,27373.0,27333.0,27373.0,6972.0
15:00 26.01.22,27303.0,27343.0,27273.0,27363.0,8095.0
15:30 26.01.22,27283.0,27293.0,27223.0,27313.0,19472.0
16:00 26.01.22,27183.0,27273.0,27163.0,27323.0,17797.0
16:30 26.01.22,27143.0,27193.0,27093.0,27193.0,18342.0
01:00 27.01.22,26994.0,27154.0,26874.0,27154.0,19225.0
01:30 27.01.22,26814.0,26984.0,26794.0,26994.0,19375.0
02:00 27.01.22,26574.0,26804.0,26554.0,26834.0,26220.0
02:30 27.01.22,26324.0,26554.0,26284.0,26594.0,25487.0
03:00 27.01.22,26304.0,26314.0,26264.0,26394.0,20957.0
03:30 27.01.22,26304.0,26294.0,26144.0,26384.0,18509.0
04:00 27.01.22,26254.0,26314.0,26234.0,26324.0,11367.0
04:30 27.01.22,26254.0,26244.0,26074.0,26284.0,21703.0
05:00 27.01.22,26194.0,26244.0,26115.0,26254.0,15897.0
05:30 27.01.22,26124.0,26184.0,26064.0,26214.0,13276.0
06:00 27.01.22,26134.0,26134.0,26014.0,26194.0,16881.0
06:30 27.01.22,26154.0,26124.0,26114.0,26204.0,16578.0
07:00 27.01.22,26194.0,26124.0,26114.0,26214.0,6688.0
08:30 27.01.22,26263.0,26283.0,26244.0,26323.0,10106.0
09:00 27.01.22,26453.0,26273.0,26263.0,26463.0,18322.0
09:30 27.01.22,26533.0,26453.0,26433.0,26533.0,13355.0
10:00 27.01.22,26603.0,26523.0,26473.0,26613.0,14198.0
10:30 27.01.22,26613.0,26613.0,26553.0,26643.0,11292.0
11:00 27.01.22,26623.0,26623.0,26583.0,26653.0,10773.0
11:30 27.01.22,26503.0,26613.0,26483.0,26623.0,11585.0
12:00 27.01.22,26613.0,26513.0,26513.0,26613.0,11481.0
12:30 27.01.22,26633.0,26623.0,26583.0,26633.0,9914.0
