DateTime,Close,Open,Low,High,Volume
00:00 30.11.09,573.7,574.7,558.8,597.4,0.0
00:00 01.12.09,588.5,579.6,577.6,590.7,0.0
00:00 02.12.09,595.6,588.9,586.0,600.3,0.0
00:00 18.12.09,607.5,607.2,586.6,614.6,0.0
00:00 23.12.09,621.7,622.3,607.7,631.0,0.0
00:00 07.01.10,635.9,635.4,620.7,640.2,0.0
00:00 21.01.10,637.9,638.1,623.9,648.4,0.0
00:00 22.01.10,614.4,625.9,612.5,629.2,0.0
00:00 28.01.10,616.7,619.8,600.2,622.1,0.0
00:00 29.01.10,599.6,604.1,597.8,614.9,0.0
00:00 05.03.10,649.7,652.2,578.1,665.7,0.0
00:00 08.03.10,665.7,664.9,663.0,667.7,0.0
00:00 09.03.10,668.8,664.9,662.6,673.4,0.0
00:00 10.03.10,674.3,668.1,667.4,677.5,0.0
00:00 11.03.10,673.8,671.5,667.4,676.9,0.0
00:00 12.03.10,672.2,673.4,668.5,677.3,0.0
00:00 15.03.10,671.3,670.9,665.9,674.0,0.0
00:00 16.03.10,676.9,672.0,669.4,677.0,0.0
00:00 17.03.10,680.4,676.7,676.6,684.8,0.0
00:00 19.03.10,669.8,677.7,667.5,681.1,0.0
00:00 22.03.10,677.8,664.9,663.7,683.9,0.0
00:00 23.03.10,687.3,679.8,677.2,688.6,0.0
00:00 25.03.10,675.5,681.1,675.2,691.2,0.0
00:00 26.03.10,680.9,675.4,673.4,687.7,0.0
00:00 29.03.10,680.3,678.6,675.9,682.0,0.0
00:00 30.03.10,681.9,679.7,676.5,685.1,0.0
00:00 31.03.10,677.2,681.4,675.4,685.9,0.0
00:00 01.04.10,682.4,677.3,675.0,684.7,0.0
00:00 02.04.10,680.8,680.4,680.0,681.4,0.0
00:00 05.04.10,694.8,684.7,682.0,695.1,0.0
00:00 06.04.10,698.7,692.7,690.8,700.7,0.0
00:00 07.04.10,697.0,698.0,692.3,700.8,0.0
00:00 08.04.10,696.6,695.2,689.4,699.8,0.0
00:00 14.04.10,706.3,705.7,692.8,720.9,0.0
00:00 16.04.10,713.0,719.2,707.5,722.6,0.0
00:00 19.04.10,721.5,710.2,699.3,723.7,0.0
00:00 20.04.10,722.1,709.5,708.9,722.8,0.0
00:00 21.04.10,720.3,722.3,717.2,725.2,0.0
00:00 22.04.10,728.9,719.7,712.6,732.9,0.0
00:00 23.04.10,739.3,728.1,725.9,740.1,0.0
00:00 26.04.10,736.0,740.3,735.6,744.6,0.0
00:00 27.04.10,719.6,736.8,718.3,740.5,0.0
00:00 28.04.10,723.0,721.7,717.4,725.8,0.0
00:00 29.04.10,737.6,721.9,721.6,738.0,0.0
00:00 30.04.10,714.3,735.4,714.3,739.1,0.0
00:00 03.05.10,729.5,716.7,716.1,731.3,0.0
00:00 04.05.10,708.6,729.6,703.3,729.7,0.0
00:00 05.05.10,698.8,709.1,692.1,712.3,0.0
00:00 06.05.10,666.0,700.8,632.3,702.1,0.0
00:00 07.05.10,651.3,669.0,644.3,675.2,0.0
00:00 10.05.10,688.1,670.7,668.6,690.2,0.0
00:00 11.05.10,689.7,687.8,676.5,703.4,0.0
00:00 12.05.10,712.0,688.5,684.6,715.3,0.0
00:00 13.05.10,708.8,712.9,704.1,719.2,0.0
00:00 14.05.10,693.6,709.1,684.3,711.9,0.0
00:00 17.05.10,695.5,689.3,675.7,704.0,0.0
00:00 18.05.10,678.2,693.6,677.1,706.2,0.0
00:00 19.05.10,674.3,677.8,664.0,686.2,0.0
00:00 20.05.10,635.0,672.5,634.3,676.0,0.0
00:00 21.05.10,649.2,639.2,625.7,654.5,0.0
00:00 24.05.10,637.6,645.6,636.4,652.1,0.0
00:00 25.05.10,644.2,630.5,615.2,645.3,0.0
00:00 26.05.10,634.9,637.6,634.0,657.5,0.0
00:00 27.05.10,668.1,637.7,637.5,669.6,0.0
00:00 28.05.10,661.0,668.4,655.3,671.4,0.0
00:00 31.05.10,663.3,664.7,662.2,665.7,0.0
00:00 01.06.10,638.7,658.7,638.6,662.8,0.0
00:00 02.06.10,659.2,643.9,638.4,659.7,0.0
00:00 03.06.10,666.9,659.6,656.9,669.1,0.0
00:00 04.06.10,633.5,667.8,631.8,670.3,0.0
00:00 07.06.10,617.5,628.2,616.4,640.4,0.0
00:00 08.06.10,616.0,620.9,605.2,625.4,0.0
00:00 09.06.10,616.2,613.3,610.3,632.3,0.0
00:00 10.06.10,636.1,620.0,617.5,639.0,0.0
00:00 11.06.10,644.6,633.2,626.8,645.9,0.0
00:00 14.06.10,650.3,648.2,646.6,660.7,0.0
00:00 15.06.10,662.5,651.8,649.5,667.4,0.0
00:00 16.06.10,662.4,661.2,656.3,669.5,0.0
00:00 17.06.10,663.9,661.1,655.5,669.1,0.0
00:00 18.06.10,663.8,664.2,660.3,669.5,0.0
00:00 21.06.10,659.0,670.1,653.0,675.7,0.0
00:00 25.06.10,642.5,634.8,627.6,645.0,0.0
00:00 28.06.10,639.2,644.1,629.9,666.8,0.0
00:00 29.06.10,612.7,642.2,609.7,642.2,0.0
00:00 30.06.10,605.3,614.1,605.1,622.1,0.0
00:00 01.07.10,602.4,601.6,587.2,609.8,0.0
00:00 05.07.10,594.0,595.6,593.0,597.2,0.0
00:00 06.07.10,596.0,591.3,584.4,611.9,0.0
00:00 07.07.10,611.4,586.2,584.0,612.6,0.0
00:00 08.07.10,618.7,611.8,608.4,619.5,0.0
00:00 12.07.10,623.4,623.2,614.2,629.9,0.0
00:00 13.07.10,627.3,622.9,615.2,645.2,0.0
00:00 14.07.10,638.1,643.8,632.8,644.5,0.0
00:00 15.07.10,632.7,639.0,624.3,643.5,0.0
00:00 16.07.10,608.9,629.9,606.7,633.9,0.0
00:00 19.07.10,606.5,609.2,599.6,613.6,0.0
00:00 20.07.10,622.9,608.4,600.3,625.5,0.0
00:00 21.07.10,610.1,621.3,609.1,627.8,0.0
00:00 22.07.10,631.6,611.0,609.1,635.0,0.0
00:00 23.07.10,648.4,632.5,627.8,649.4,0.0
00:00 26.07.10,663.1,652.9,647.5,663.5,0.0
