DateTime,Close,Open,Low,High,Volume
00:05 16.06.22,3803.2,3801.8,3800.7,3803.2,1095.0
00:10 16.06.22,3807.8,3803.2,3802.6,3808.0,3519.0
00:15 16.06.22,3813.2,3807.9,3807.5,3813.4,6071.0
00:20 16.06.22,3811.0,3813.2,3810.5,3813.7,3244.0
00:25 16.06.22,3811.7,3811.0,3809.5,3812.0,1529.0
00:30 16.06.22,3811.7,3811.8,3809.7,3813.2,2943.0
00:35 16.06.22,3810.7,3811.2,3809.8,3811.4,3541.0
00:40 16.06.22,3809.2,3810.5,3807.8,3810.5,1876.0
00:45 16.06.22,3808.8,3809.5,3808.1,3809.7,1213.0
00:50 16.06.22,3807.5,3808.7,3807.2,3809.7,2047.0
00:55 16.06.22,3811.1,3807.5,3807.3,3811.4,1786.0
01:00 16.06.22,3808.5,3811.2,3808.5,3811.3,1269.0
01:05 16.06.22,3809.0,3808.7,3808.2,3809.7,685.0
01:10 16.06.22,3808.7,3808.9,3808.0,3809.7,1239.0
01:15 16.06.22,3808.0,3808.2,3807.2,3808.4,1826.0
01:20 16.06.22,3807.6,3807.9,3807.6,3808.9,1254.0
01:25 16.06.22,3809.4,3807.7,3807.7,3809.5,1929.0
01:30 16.06.22,3809.5,3809.5,3808.7,3809.7,1803.0
01:35 16.06.22,3813.3,3809.6,3809.6,3813.3,3860.0
01:40 16.06.22,3817.2,3813.0,3812.6,3817.2,4120.0
01:45 16.06.22,3817.1,3817.3,3816.2,3819.1,5556.0
01:50 16.06.22,3818.6,3817.2,3817.1,3820.4,5260.0
01:55 16.06.22,3820.5,3818.8,3818.5,3820.9,3986.0
02:00 16.06.22,3821.4,3820.5,3816.7,3821.4,7929.0
02:05 16.06.22,3819.6,3821.1,3816.7,3821.7,6478.0
02:10 16.06.22,3821.3,3819.5,3818.0,3821.3,4778.0
02:15 16.06.22,3821.4,3821.0,3818.7,3822.0,6591.0
02:20 16.06.22,3822.9,3821.2,3819.9,3824.3,6150.0
02:25 16.06.22,3823.7,3823.0,3822.5,3825.4,6746.0
02:30 16.06.22,3824.0,3823.9,3823.7,3826.6,4083.0
02:35 16.06.22,3823.8,3823.9,3823.2,3825.4,3408.0
02:40 16.06.22,3823.2,3823.5,3822.7,3824.0,3002.0
02:45 16.06.22,3823.3,3823.3,3822.7,3823.4,1876.0
02:50 16.06.22,3824.2,3823.0,3822.7,3824.2,2115.0
02:55 16.06.22,3823.0,3824.0,3822.7,3824.2,2515.0
