DatoCzas,Close,Open,Low,High,Volume
Mar 3 2022 1:15:00 AM,13968.2,13971.7,13977.2,13948.2,135.0
Mar 3 2022 1:20:00 AM,13978.2,13969.2,13985.2,13969.2,6.0
Mar 3 2022 1:25:00 AM,13978.2,13977.2,13983.2,13976.2,37.0
Mar 3 2022 1:30:00 AM,13977.2,13978.2,13988.2,13977.2,18.0
Mar 3 2022 1:35:00 AM,13977.2,13977.2,13985.0,13977.2,28.0
Mar 3 2022 1:40:00 AM,13953.2,13977.2,13977.2,13953.2,27.0
Mar 3 2022 1:45:00 AM,13964.2,13951.2,13965.2,13950.2,28.0
Mar 3 2022 1:50:00 AM,13960.7,13964.2,13974.2,13960.2,9.0
Mar 3 2022 1:55:00 AM,13963.2,13961.2,13966.2,13960.7,15.0
Mar 3 2022 2:00:00 AM,13972.2,13962.2,13979.2,13957.7,12.0
Mar 3 2022 2:05:00 AM,13969.2,13973.2,13978.2,13969.2,21.0
Mar 3 2022 2:10:00 AM,13960.2,13969.2,13969.2,13954.7,25.0
Mar 3 2022 2:15:00 AM,13969.2,13960.2,13969.5,13960.2,66.0
Mar 3 2022 2:20:00 AM,13957.2,13968.2,13968.2,13957.2,17.0
Mar 3 2022 2:25:00 AM,13954.2,13957.2,13963.2,13953.2,29.0
Mar 3 2022 2:30:00 AM,13956.2,13954.2,13959.2,13948.2,18.0
Mar 3 2022 2:35:00 AM,13943.2,13953.2,13963.2,13943.2,51.0
Mar 3 2022 2:40:00 AM,13955.2,13940.2,13959.0,13937.0,126.0
Mar 3 2022 2:45:00 AM,13950.2,13954.2,13959.2,13948.0,52.0
Mar 3 2022 2:50:00 AM,13936.2,13950.2,13950.2,13936.2,9.0
Mar 3 2022 2:55:00 AM,13937.2,13938.2,13943.2,13935.2,43.0
Mar 3 2022 3:00:00 AM,13938.2,13937.2,13944.0,13935.2,9.0
Mar 3 2022 3:05:00 AM,13944.2,13939.2,13948.2,13938.2,3.0
Mar 3 2022 3:10:00 AM,13951.2,13944.2,13956.0,13944.2,26.0
Mar 3 2022 3:15:00 AM,13963.2,13950.2,13969.2,13949.2,9.0
Mar 3 2022 3:20:00 AM,13971.2,13963.2,13976.2,13963.2,10.0
Mar 3 2022 3:25:00 AM,13980.2,13971.2,13980.2,13968.2,0.0
Mar 3 2022 3:30:00 AM,13988.2,13979.2,13988.2,13973.2,18.0
Mar 3 2022 3:35:00 AM,13988.2,13988.2,13998.2,13988.2,9.0
Mar 3 2022 3:40:00 AM,14009.2,13988.2,14014.0,13988.2,114.0
Mar 3 2022 3:45:00 AM,14014.2,14011.0,14018.2,14011.0,22.0
Mar 3 2022 3:50:00 AM,14005.2,14014.2,14015.2,14005.2,15.0
Mar 3 2022 3:55:00 AM,14010.2,14005.2,14014.2,14005.2,6.0
Mar 3 2022 4:00:00 AM,14016.2,14013.2,14021.2,14006.2,3.0
Mar 3 2022 4:05:00 AM,14015.2,14016.2,14020.2,14010.2,12.0
Mar 3 2022 4:10:00 AM,14008.2,14015.2,14016.2,14004.2,6.0
Mar 3 2022 4:15:00 AM,14006.2,14008.2,14011.5,14006.0,16.0
Mar 3 2022 4:20:00 AM,14003.2,14006.2,14006.2,14002.8,5.0
Mar 3 2022 4:25:00 AM,14003.2,14004.2,14004.2,14003.2,0.0
Mar 3 2022 4:30:00 AM,14003.2,14003.2,14005.2,14000.2,12.0
Mar 3 2022 4:35:00 AM,13999.2,14001.2,14002.2,13998.2,6.0
Mar 3 2022 4:40:00 AM,14003.2,14000.2,14004.2,13998.2,0.0
Mar 3 2022 4:45:00 AM,14010.2,14002.2,14010.2,14001.2,9.0
Mar 3 2022 4:50:00 AM,14012.2,14010.2,14013.2,14006.2,3.0
Mar 3 2022 4:55:00 AM,14011.2,14012.2,14021.0,14011.2,6.0
Mar 3 2022 5:00:00 AM,14012.2,14011.2,14016.2,14011.2,11.0
Mar 3 2022 5:05:00 AM,14008.2,14012.2,14016.2,14002.2,27.0
