===============================================================================
Id,ETH-USD,len,datetime,open,high,low,close,volume,openinterest,adjclose,ETH_GTrends,len,datetime,open,high,low,close,volume,openinterest,Sentiment,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,ETH-USD,ETH_GTrends
1017,ETH-USD,1017,2020-10-13 23:59:59.999989,387.14,387.38,375.58,381.19,14226744838.0,0.0,381.190765,ETH_GTrends,145,2020-10-11 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1017,737711.9999999999,Broker,1017,13784.403999999922,13784.403999999922,BuySell,1017,,,BuySell,1017,,,DataTrades,1017,,
1018,ETH-USD,1018,2020-10-14 23:59:59.999989,381.97,387.3,374.18,379.48,13918846567.0,0.0,379.484039,ETH_GTrends,145,2020-10-11 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1018,737712.9999999999,Broker,1018,13784.403999999922,13784.403999999922,BuySell,1018,,,BuySell,1018,,,DataTrades,1018,,
1019,ETH-USD,1019,2020-10-15 23:59:59.999989,379.19,381.21,371.35,377.44,14964182545.0,0.0,377.441833,ETH_GTrends,145,2020-10-11 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1019,737713.9999999999,Broker,1019,13784.403999999922,13784.403999999922,BuySell,1019,,,BuySell,1019,,,DataTrades,1019,,
1020,ETH-USD,1020,2020-10-16 23:59:59.999989,377.87,380.02,362.6,366.23,14670784817.0,0.0,366.229004,ETH_GTrends,145,2020-10-11 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1020,737714.9999999999,Broker,1020,13784.403999999922,13784.403999999922,BuySell,1020,,,BuySell,1020,,,DataTrades,1020,,
1021,ETH-USD,1021,2020-10-17 23:59:59.999989,366.02,369.77,364.49,368.86,10951115359.0,0.0,368.855927,ETH_GTrends,145,2020-10-11 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1021,737715.9999999999,Broker,1021,13784.403999999922,13784.403999999922,BuySell,1021,,,BuySell,1021,,,DataTrades,1021,,
1022,ETH-USD,1022,2020-10-18 23:59:59.999989,368.73,378.6,368.13,378.21,11047103109.0,0.0,378.213684,ETH_GTrends,146,2020-10-18 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1022,737716.9999999999,Broker,1022,13784.403999999922,13784.403999999922,BuySell,1022,,,BuySell,1022,,,DataTrades,1022,,
1023,ETH-USD,1023,2020-10-19 23:59:59.999989,378.47,383.32,373.7,379.94,12811242092.0,0.0,379.935608,ETH_GTrends,146,2020-10-18 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1023,737717.9999999999,Broker,1023,13784.403999999922,13784.403999999922,BuySell,1023,,,BuySell,1023,,,DataTrades,1023,,
1024,ETH-USD,1024,2020-10-20 23:59:59.999989,379.72,380.76,367.6,369.14,13741586582.0,0.0,369.136902,ETH_GTrends,146,2020-10-18 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1024,737718.9999999999,Broker,1024,13784.403999999922,13784.403999999922,BuySell,1024,,,BuySell,1024,,,DataTrades,1024,,
1025,ETH-USD,1025,2020-10-21 23:59:59.999989,369.06,400.63,368.73,392.19,20241324322.0,0.0,392.189972,ETH_GTrends,146,2020-10-18 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1025,737719.9999999999,Broker,1025,13784.403999999922,13784.403999999922,BuySell,1025,,,BuySell,1025,,,DataTrades,1025,,
1026,ETH-USD,1026,2020-10-22 23:59:59.999989,391.49,420.14,391.28,413.77,15772846485.0,0.0,413.77298,ETH_GTrends,146,2020-10-18 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1026,737720.9999999999,Broker,1026,13784.403999999922,13784.403999999922,BuySell,1026,,,BuySell,1026,,,DataTrades,1026,,
1027,ETH-USD,1027,2020-10-23 23:59:59.999989,414.05,418.96,403.08,409.77,14256222052.0,0.0,409.766693,ETH_GTrends,146,2020-10-18 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1027,737721.9999999999,Broker,1027,13784.403999999922,13784.403999999922,BuySell,1027,,,BuySell,1027,,,DataTrades,1027,,
1028,ETH-USD,1028,2020-10-24 23:59:59.999989,409.77,416.6,407.85,412.46,12201739194.0,0.0,412.457611,ETH_GTrends,146,2020-10-18 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1028,737722.9999999999,Broker,1028,13784.403999999922,13784.403999999922,BuySell,1028,,,BuySell,1028,,,DataTrades,1028,,
1029,ETH-USD,1029,2020-10-25 23:59:59.999989,412.46,417.16,405.35,406.22,10890207469.0,0.0,406.217773,ETH_GTrends,147,2020-10-25 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1029,737723.9999999999,Broker,1029,13784.403999999922,13784.403999999922,BuySell,1029,,,BuySell,1029,,,DataTrades,1029,,
1030,ETH-USD,1030,2020-10-26 23:59:59.999989,406.22,411.28,383.78,393.89,15155684229.0,0.0,393.888306,ETH_GTrends,147,2020-10-25 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1030,737724.9999999999,Broker,1030,13784.403999999922,13784.403999999922,BuySell,1030,,,BuySell,1030,,,DataTrades,1030,,
1031,ETH-USD,1031,2020-10-27 23:59:59.999989,393.89,409.77,390.61,404.0,13940434102.0,0.0,403.99704,ETH_GTrends,147,2020-10-25 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1031,737725.9999999999,Broker,1031,13784.403999999922,13784.403999999922,BuySell,1031,,,BuySell,1031,,,DataTrades,1031,,
1032,ETH-USD,1032,2020-10-28 23:59:59.999989,404.0,408.96,381.15,388.65,15276441134.0,0.0,388.650757,ETH_GTrends,147,2020-10-25 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1032,737726.9999999999,Broker,1032,13784.403999999922,13784.403999999922,BuySell,1032,,,BuySell,1032,,,DataTrades,1032,,
1033,ETH-USD,1033,2020-10-29 23:59:59.999989,388.65,393.23,381.29,386.73,12920477749.0,0.0,386.730103,ETH_GTrends,147,2020-10-25 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1033,737727.9999999999,Broker,1033,13784.403999999922,13784.403999999922,BuySell,1033,,,BuySell,1033,,,DataTrades,1033,,
1034,ETH-USD,1034,2020-10-30 23:59:59.999989,386.73,391.46,375.09,382.82,13688056970.0,0.0,382.819977,ETH_GTrends,147,2020-10-25 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1034,737728.9999999999,Broker,1034,13784.403999999922,13784.403999999922,BuySell,1034,,,BuySell,1034,,,DataTrades,1034,,
1035,ETH-USD,1035,2020-10-31 23:59:59.999989,382.82,393.01,381.3,386.59,11276963426.0,0.0,386.590332,ETH_GTrends,147,2020-10-25 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,1035,737729.9999999999,Broker,1035,13784.403999999922,13784.403999999922,BuySell,1035,,,BuySell,1035,,,DataTrades,1035,,
1036,ETH-USD,1036,2020-11-01 23:59:59.999989,386.59,397.12,385.17,396.36,10475146018.0,0.0,396.358185,ETH_GTrends,148,2020-11-01 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,Sentiment,1036,737730.9999999999,Broker,1036,13784.403999999922,13784.403999999922,BuySell,1036,,,BuySell,1036,,,DataTrades,1036,,
1037,ETH-USD,1037,2020-11-02 23:59:59.999989,396.36,403.24,381.02,383.16,13997574252.0,0.0,383.156738,ETH_GTrends,148,2020-11-01 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,Sentiment,1037,737731.9999999999,Broker,1037,13784.403999999922,13784.403999999922,BuySell,1037,,,BuySell,1037,,,DataTrades,1037,,
1038,ETH-USD,1038,2020-11-03 23:59:59.999989,383.16,389.52,371.31,387.6,12588494762.0,0.0,387.602173,ETH_GTrends,148,2020-11-01 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,Sentiment,1038,737732.9999999999,Broker,1038,13784.403999999922,13784.403999999922,BuySell,1038,,,BuySell,1038,,,DataTrades,1038,,
1039,ETH-USD,1039,2020-11-04 23:59:59.999989,387.6,407.67,377.83,402.14,15126077675.0,0.0,402.141998,ETH_GTrends,148,2020-11-01 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,Sentiment,1039,737733.9999999999,Broker,1039,13784.403999999922,13784.403999999922,BuySell,1039,,,BuySell,1039,,,DataTrades,1039,,
1040,ETH-USD,1040,2020-11-05 23:59:59.999989,402.14,417.53,397.25,414.07,15440711038.0,0.0,414.067352,ETH_GTrends,148,2020-11-01 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,Sentiment,1040,737734.9999999999,Broker,1040,13784.403999999922,13784.403999999922,BuySell,1040,,,BuySell,1040,,,DataTrades,1040,,
1041,ETH-USD,1041,2020-11-06 23:59:59.999989,414.07,456.2,412.98,454.72,16738305610.0,0.0,454.719299,ETH_GTrends,148,2020-11-01 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,Sentiment,1041,737735.9999999999,Broker,1041,13784.403999999922,13784.403999999922,BuySell,1041,,,BuySell,1041,,,DataTrades,1041,,
1042,ETH-USD,1042,2020-11-07 23:59:59.999989,454.72,465.68,428.46,435.71,18873289788.0,0.0,435.713135,ETH_GTrends,148,2020-11-01 23:59:59.999989,0.0,0.0,0.0,9.0,0.0,0.0,Sentiment,1042,737736.9999999999,Broker,1042,13784.403999999922,13784.403999999922,BuySell,1042,,,BuySell,1042,,,DataTrades,1042,,
1043,ETH-USD,1043,2020-11-08 23:59:59.999989,435.72,457.78,433.15,453.55,11292383601.0,0.0,453.554779,ETH_GTrends,149,2020-11-08 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1043,737737.9999999999,Broker,1043,13784.403999999922,13784.403999999922,BuySell,1043,,,BuySell,1043,,,DataTrades,1043,,
1044,ETH-USD,1044,2020-11-09 23:59:59.999989,453.57,457.35,435.16,444.16,13704320630.0,0.0,444.163055,ETH_GTrends,149,2020-11-08 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1044,737738.9999999999,Broker,1044,13784.403999999922,13784.403999999922,BuySell,1044,,,BuySell,1044,,,DataTrades,1044,,
1045,ETH-USD,1045,2020-11-10 23:59:59.999989,444.17,453.76,439.6,449.68,12090381666.0,0.0,449.679626,ETH_GTrends,149,2020-11-08 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1045,737739.9999999999,Broker,1045,13784.403999999922,13784.403999999922,BuySell,1045,,,BuySell,1045,,,DataTrades,1045,,
1046,ETH-USD,1046,2020-11-11 23:59:59.999989,449.68,473.58,449.52,462.96,14075403511.0,0.0,462.960541,ETH_GTrends,149,2020-11-08 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1046,737740.9999999999,Broker,1046,13784.403999999922,13784.403999999922,BuySell,1046,,,BuySell,1046,,,DataTrades,1046,,
1047,ETH-USD,1047,2020-11-12 23:59:59.999989,462.96,467.68,452.07,461.01,12877327234.0,0.0,461.00528,ETH_GTrends,149,2020-11-08 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1047,737741.9999999999,Broker,1047,13784.403999999922,13784.403999999922,BuySell,1047,,,BuySell,1047,,,DataTrades,1047,,
1048,ETH-USD,1048,2020-11-13 23:59:59.999989,461.01,475.22,457.3,474.63,13191505725.0,0.0,474.626434,ETH_GTrends,149,2020-11-08 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1048,737742.9999999999,Broker,1048,13784.403999999922,13784.403999999922,BuySell,1048,,,BuySell,1048,,,DataTrades,1048,,
1049,ETH-USD,1049,2020-11-14 23:59:59.999989,474.63,475.16,452.99,460.15,10312037942.0,0.0,460.149841,ETH_GTrends,149,2020-11-08 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1049,737743.9999999999,Broker,1049,13784.403999999922,13784.403999999922,BuySell,1049,,,BuySell,1049,,,DataTrades,1049,,
1050,ETH-USD,1050,2020-11-15 23:59:59.999989,460.15,460.99,440.25,447.56,10308617165.0,0.0,447.559082,ETH_GTrends,150,2020-11-15 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1050,737744.9999999999,Broker,1050,13784.403999999922,13784.403999999922,BuySell,1050,,,BuySell,1050,,,DataTrades,1050,,
1051,ETH-USD,1051,2020-11-16 23:59:59.999989,447.56,463.83,445.5,459.94,11441239444.0,0.0,459.940308,ETH_GTrends,150,2020-11-15 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1051,737745.9999999999,Broker,1051,13784.403999999922,13784.403999999922,BuySell,1051,,,BuySell,1051,,,DataTrades,1051,,
1052,ETH-USD,1052,2020-11-17 23:59:59.999989,464.41,482.23,460.78,480.36,14593057877.0,0.0,480.360077,ETH_GTrends,150,2020-11-15 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1052,737746.9999999999,Broker,1052,13784.403999999922,13784.403999999922,BuySell,1052,,,BuySell,1052,,,DataTrades,1052,,
1053,ETH-USD,1053,2020-11-18 23:59:59.999989,480.35,492.0,465.83,479.48,17880199224.0,0.0,479.48407,ETH_GTrends,150,2020-11-15 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1053,737747.9999999999,Broker,1053,13784.403999999922,13784.403999999922,BuySell,1053,,,BuySell,1053,,,DataTrades,1053,,
1054,ETH-USD,1054,2020-11-19 23:59:59.999989,479.48,480.12,465.7,471.63,12473929218.0,0.0,471.630432,ETH_GTrends,150,2020-11-15 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1054,737748.9999999999,Broker,1054,13784.403999999922,13784.403999999922,BuySell,1054,,,BuySell,1054,,,DataTrades,1054,,
1055,ETH-USD,1055,2020-11-20 23:59:59.999989,471.63,513.61,471.63,509.74,18629943296.0,0.0,509.744568,ETH_GTrends,150,2020-11-15 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1055,737749.9999999999,Broker,1055,13784.403999999922,13784.403999999922,BuySell,1055,,,BuySell,1055,,,DataTrades,1055,,
1056,ETH-USD,1056,2020-11-21 23:59:59.999989,509.74,550.23,504.24,549.49,20757099184.0,0.0,549.486633,ETH_GTrends,150,2020-11-15 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1056,737750.9999999999,Broker,1056,13784.403999999922,13784.403999999922,BuySell,1056,,,BuySell,1056,,,DataTrades,1056,,
1057,ETH-USD,1057,2020-11-22 23:59:59.999989,549.49,579.37,514.52,558.07,21967049601.0,0.0,558.068115,ETH_GTrends,151,2020-11-22 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,Sentiment,1057,737751.9999999999,Broker,1057,13784.403999999922,13784.403999999922,BuySell,1057,,,BuySell,1057,,,DataTrades,1057,,
1058,ETH-USD,1058,2020-11-23 23:59:59.999989,558.06,609.99,551.27,608.45,27272302872.0,0.0,608.454041,ETH_GTrends,151,2020-11-22 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,Sentiment,1058,737752.9999999999,Broker,1058,13784.403999999922,13784.403999999922,BuySell,1058,,,BuySell,1058,,,DataTrades,1058,,
1059,ETH-USD,1059,2020-11-24 23:59:59.999989,608.52,621.17,593.84,603.9,23281758100.0,0.0,603.897766,ETH_GTrends,151,2020-11-22 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,Sentiment,1059,737753.9999999999,Broker,1059,13784.403999999922,13784.403999999922,BuySell,1059,,,BuySell,1059,,,DataTrades,1059,,
1060,ETH-USD,1060,2020-11-25 23:59:59.999989,603.9,605.09,559.67,570.69,20088492893.0,0.0,570.686646,ETH_GTrends,151,2020-11-22 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,Sentiment,1060,737754.9999999999,Broker,1060,13784.403999999922,13784.403999999922,BuySell,1060,,,BuySell,1060,,,DataTrades,1060,,
1061,ETH-USD,1061,2020-11-26 23:59:59.999989,570.51,575.64,485.5,518.8,31104004592.0,0.0,518.801147,ETH_GTrends,151,2020-11-22 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,Sentiment,1061,737755.9999999999,Broker,1061,13784.403999999922,13784.403999999922,BuySell,1061,,,BuySell,1061,,,DataTrades,1061,,
1062,ETH-USD,1062,2020-11-27 23:59:59.999989,519.11,530.78,497.24,517.49,16831105703.0,0.0,517.493713,ETH_GTrends,151,2020-11-22 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,Sentiment,1062,737756.9999999999,Broker,1062,13784.403999999922,13784.403999999922,BuySell,1062,,,BuySell,1062,,,DataTrades,1062,,
1063,ETH-USD,1063,2020-11-28 23:59:59.999989,517.6,548.04,508.13,538.23,14770243833.0,0.0,538.229797,ETH_GTrends,151,2020-11-22 23:59:59.999989,0.0,0.0,0.0,13.0,0.0,0.0,Sentiment,1063,737757.9999999999,Broker,1063,13784.403999999922,13784.403999999922,BuySell,1063,,,BuySell,1063,,,DataTrades,1063,,
1064,ETH-USD,1064,2020-11-29 23:59:59.999989,538.26,576.6,531.99,575.76,15017517758.0,0.0,575.758057,ETH_GTrends,152,2020-11-29 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1064,737758.9999999999,Broker,1064,13784.403999999922,13784.403999999922,BuySell,1064,,,BuySell,1064,,,DataTrades,1064,,
1065,ETH-USD,1065,2020-11-30 23:59:59.999989,575.76,615.24,571.54,614.84,20276867833.0,0.0,614.842529,ETH_GTrends,152,2020-11-29 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1065,737759.9999999999,Broker,1065,13784.403999999922,13784.403999999922,BuySell,1065,,,BuySell,1065,,,DataTrades,1065,,
1066,ETH-USD,1066,2020-12-01 23:59:59.999989,615.07,635.16,571.75,587.32,27178964465.0,0.0,587.324158,ETH_GTrends,152,2020-11-29 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1066,737760.9999999999,Broker,1066,13784.403999999922,13784.403999999922,BuySell,1066,,,BuySell,1066,,,DataTrades,1066,,
1067,ETH-USD,1067,2020-12-02 23:59:59.999989,587.26,604.02,578.74,598.35,16883292129.0,0.0,598.352356,ETH_GTrends,152,2020-11-29 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1067,737761.9999999999,Broker,1067,13784.403999999922,13784.403999999922,BuySell,1067,,,BuySell,1067,,,DataTrades,1067,,
1068,ETH-USD,1068,2020-12-03 23:59:59.999989,598.46,622.45,588.35,616.71,16146190946.0,0.0,616.70874,ETH_GTrends,152,2020-11-29 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1068,737762.9999999999,Broker,1068,13784.403999999922,13784.403999999922,BuySell,1068,,,BuySell,1068,,,DataTrades,1068,,
1069,ETH-USD,1069,2020-12-04 23:59:59.999989,616.72,618.98,569.28,569.35,16337589997.0,0.0,569.354187,ETH_GTrends,152,2020-11-29 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1069,737763.9999999999,Broker,1069,13784.403999999922,13784.403999999922,BuySell,1069,,,BuySell,1069,,,DataTrades,1069,,
1070,ETH-USD,1070,2020-12-05 23:59:59.999989,569.35,596.6,563.11,596.6,13498010566.0,0.0,596.595459,ETH_GTrends,152,2020-11-29 23:59:59.999989,0.0,0.0,0.0,10.0,0.0,0.0,Sentiment,1070,737764.9999999999,Broker,1070,13784.403999999922,13784.403999999922,BuySell,1070,,,BuySell,1070,,,DataTrades,1070,,
1071,ETH-USD,1071,2020-12-06 23:59:59.999989,596.57,606.79,584.41,601.91,11290893016.0,0.0,601.908997,ETH_GTrends,153,2020-12-06 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1071,737765.9999999999,Broker,1071,13784.403999999922,13784.403999999922,BuySell,1071,,,BuySell,1071,,,DataTrades,1071,,
1072,ETH-USD,1072,2020-12-07 23:59:59.999989,601.8,602.92,585.43,591.84,10720480962.0,0.0,591.843384,ETH_GTrends,153,2020-12-06 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1072,737766.9999999999,Broker,1072,13784.403999999922,13784.403999999922,BuySell,1072,,,BuySell,1072,,,DataTrades,1072,,
1073,ETH-USD,1073,2020-12-08 23:59:59.999989,591.9,594.75,552.47,554.83,14398919320.0,0.0,554.827759,ETH_GTrends,153,2020-12-06 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1073,737767.9999999999,Broker,1073,13784.403999999922,13784.403999999922,BuySell,1073,,,BuySell,1073,,,DataTrades,1073,,
1074,ETH-USD,1074,2020-12-09 23:59:59.999989,554.79,577.29,533.0,573.48,15855915840.0,0.0,573.479126,ETH_GTrends,153,2020-12-06 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1074,737768.9999999999,Broker,1074,13784.403999999922,13784.403999999922,BuySell,1074,,,BuySell,1074,,,DataTrades,1074,,
1075,ETH-USD,1075,2020-12-10 23:59:59.999989,573.5,574.6,549.78,559.68,11672582040.0,0.0,559.678528,ETH_GTrends,153,2020-12-06 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1075,737769.9999999999,Broker,1075,13784.403999999922,13784.403999999922,BuySell,1075,,,BuySell,1075,,,DataTrades,1075,,
1076,ETH-USD,1076,2020-12-11 23:59:59.999989,559.68,560.38,537.81,545.8,11098819124.0,0.0,545.797363,ETH_GTrends,153,2020-12-06 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1076,737770.9999999999,Broker,1076,13784.403999999922,13784.403999999922,BuySell,1076,,,BuySell,1076,,,DataTrades,1076,,
1077,ETH-USD,1077,2020-12-12 23:59:59.999989,545.58,573.34,545.25,568.57,8534557897.0,0.0,568.567322,ETH_GTrends,153,2020-12-06 23:59:59.999989,0.0,0.0,0.0,8.0,0.0,0.0,Sentiment,1077,737771.9999999999,Broker,1077,13784.403999999922,13784.403999999922,BuySell,1077,,,BuySell,1077,,,DataTrades,1077,,
1078,ETH-USD,1078,2020-12-13 23:59:59.999989,568.61,593.78,564.57,589.66,9070377862.0,0.0,589.663208,ETH_GTrends,154,2020-12-13 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,Sentiment,1078,737772.9999999999,Broker,1078,13784.403999999922,13784.403999999922,BuySell,1078,,,BuySell,1078,,,DataTrades,1078,,
1079,ETH-USD,1079,2020-12-14 23:59:59.999989,589.78,590.49,577.12,586.01,8125837102.0,0.0,586.011169,ETH_GTrends,154,2020-12-13 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,Sentiment,1079,737773.9999999999,Broker,1079,13784.403999999922,13784.403999999922,BuySell,1079,,,BuySell,1079,,,DataTrades,1079,,
1080,ETH-USD,1080,2020-12-15 23:59:59.999989,586.02,596.25,580.63,589.36,9326645840.0,0.0,589.355591,ETH_GTrends,154,2020-12-13 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,Sentiment,1080,737774.9999999999,Broker,1080,13784.403999999922,13784.403999999922,BuySell,1080,,,BuySell,1080,,,DataTrades,1080,,
1081,ETH-USD,1081,2020-12-16 23:59:59.999989,589.38,636.64,582.04,636.18,15817248373.0,0.0,636.181824,ETH_GTrends,154,2020-12-13 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,Sentiment,1081,737775.9999999999,Broker,1081,13784.403999999922,13784.403999999922,BuySell,1081,,,BuySell,1081,,,DataTrades,1081,,
1082,ETH-USD,1082,2020-12-17 23:59:59.999989,636.15,673.83,628.75,642.87,25479532147.0,0.0,642.868958,ETH_GTrends,154,2020-12-13 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,Sentiment,1082,737776.9999999999,Broker,1082,13784.403999999922,13784.403999999922,BuySell,1082,,,BuySell,1082,,,DataTrades,1082,,
1083,ETH-USD,1083,2020-12-18 23:59:59.999989,642.92,662.7,632.36,654.81,15756303983.0,0.0,654.811951,ETH_GTrends,154,2020-12-13 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,Sentiment,1083,737777.9999999999,Broker,1083,13784.403999999922,13784.403999999922,BuySell,1083,,,BuySell,1083,,,DataTrades,1083,,
1084,ETH-USD,1084,2020-12-19 23:59:59.999989,654.62,668.77,646.62,659.3,12830893778.0,0.0,659.297913,ETH_GTrends,154,2020-12-13 23:59:59.999989,0.0,0.0,0.0,12.0,0.0,0.0,Sentiment,1084,737778.9999999999,Broker,1084,13784.403999999922,13784.403999999922,BuySell,1084,,,BuySell,1084,,,DataTrades,1084,,
1085,ETH-USD,1085,2020-12-20 23:59:59.999989,659.19,659.92,625.01,638.29,13375855442.0,0.0,638.290833,ETH_GTrends,155,2020-12-20 23:59:59.999989,0.0,0.0,0.0,15.0,0.0,0.0,Sentiment,1085,737779.9999999999,Broker,1085,13784.403999999922,13784.403999999922,BuySell,1085,,,BuySell,1085,,,DataTrades,1085,,
1086,ETH-USD,1086,2020-12-21 23:59:59.999989,638.32,646.85,600.84,609.82,14419493621.0,0.0,609.817871,ETH_GTrends,155,2020-12-20 23:59:59.999989,0.0,0.0,0.0,15.0,0.0,0.0,Sentiment,1086,737780.9999999999,Broker,1086,13784.403999999922,13784.403999999922,BuySell,1086,,,BuySell,1086,,,DataTrades,1086,,
1087,ETH-USD,1087,2020-12-22 23:59:59.999989,609.42,635.08,589.55,634.85,14745890080.0,0.0,634.854187,ETH_GTrends,155,2020-12-20 23:59:59.999989,0.0,0.0,0.0,15.0,0.0,0.0,Sentiment,1087,737781.9999999999,Broker,1087,13784.403999999922,13784.403999999922,BuySell,1087,,,BuySell,1087,,,DataTrades,1087,,
1088,ETH-USD,1088,2020-12-23 23:59:59.999989,634.82,637.12,560.36,583.71,15261413038.0,0.0,583.7146,ETH_GTrends,155,2020-12-20 23:59:59.999989,0.0,0.0,0.0,15.0,0.0,0.0,Sentiment,1088,737782.9999999999,Broker,1088,13784.403999999922,13784.403999999922,BuySell,1088,,,BuySell,1088,,,DataTrades,1088,,
1089,ETH-USD,1089,2020-12-24 23:59:59.999989,584.14,613.82,568.6,611.61,14317413703.0,0.0,611.607178,ETH_GTrends,155,2020-12-20 23:59:59.999989,0.0,0.0,0.0,15.0,0.0,0.0,Sentiment,1089,737783.9999999999,Broker,1089,13784.403999999922,13784.403999999922,BuySell,1089,,,BuySell,1089,,,DataTrades,1089,,
1090,ETH-USD,1090,2020-12-25 23:59:59.999989,611.55,633.06,605.42,626.41,13520927700.0,0.0,626.410706,ETH_GTrends,155,2020-12-20 23:59:59.999989,0.0,0.0,0.0,15.0,0.0,0.0,Sentiment,1090,737784.9999999999,Broker,1090,13784.403999999922,13784.403999999922,BuySell,1090,,,BuySell,1090,,,DataTrades,1090,,
1091,ETH-USD,1091,2020-12-26 23:59:59.999989,626.5,650.72,617.4,635.84,14761125202.0,0.0,635.835815,ETH_GTrends,155,2020-12-20 23:59:59.999989,0.0,0.0,0.0,15.0,0.0,0.0,Sentiment,1091,737785.9999999999,Broker,1091,13784.403999999922,13784.403999999922,BuySell,1091,,,BuySell,1091,,,DataTrades,1091,,
